마카, 70, 174
라타, 73, 145
라마, 98, 164
차아, 53, 164
다다, 95, 163
아자, 81, 175
카다, 97, 172
바나, 73, 196
사자, 62, 194
나파, 69, 177
파차, 86, 174
바차, 75, 172
사바, 51, 182
차카, 55, 177
카나, 64, 173
아카, 92, 148
파라, 61, 168
바자, 67, 163
나마, 96, 188
마가, 48, 191
사라, 80, 188
자파, 55, 193
나라, 79, 175
가마, 79, 165
자하, 64, 154
자하, 48, 194
자타, 96, 194
라다, 67, 173
다타, 61, 145
나사, 49, 174
사라, 89, 198
나타, 93, 167
사다, 97, 184
아아, 78, 170
차라, 74, 158
카라, 74, 164
카사, 47, 169
자마, 44, 174
하아, 91, 160
라다, 84, 158
사파, 90, 179
다자, 40, 152
하다, 44, 147
사하, 55, 164
차마, 81, 140
자마, 73, 161
사가, 44, 194
카아, 68, 185
카카, 75, 167
타파, 69, 192
나자, 57, 171
나사, 97, 190
마카, 97, 175
차가, 76, 150
아아, 57, 144
바하, 91, 184
자타, 66, 179
라파, 74, 142
파카, 52, 153
카카, 92, 188
카하, 64, 174
타가, 62, 188
아자, 66, 157
하다, 69, 155
바카, 67, 176
하하, 68, 196
가하, 88, 186
사바, 50, 155
다파, 70, 193
나바, 90, 156
차바, 65, 193
하타, 42, 199
하차, 47, 185
아파, 64, 154
자카, 53, 184
다카, 48, 165
타아, 78, 180
아아, 80, 191
나사, 62, 175
카파, 89, 178
나라, 40, 159
마마, 58, 177
자마, 42, 154
나아, 50, 173
파자, 76, 165
하라, 49, 150
가자, 75, 148
사라, 53, 199
하타, 63, 149
바사, 44, 189
카라, 41, 184
자바, 40, 153
파라, 59, 197
사자, 55, 151
카자, 72, 192
차나, 72, 160
다차, 82, 170
라마, 68, 152
나타, 91, 160
나자, 82, 162
다카, 84, 193
바파, 40, 199
카타, 75, 170
나다, 41, 144
바차, 48, 173
가하, 83, 194
가자, 85, 161
마다, 90, 188
파타, 74, 154
바나, 87, 191
아나, 47, 175
타아, 50, 189
가마, 74, 197
아사, 97, 175
가카, 49, 163
자바, 43, 161
다타, 53, 160
파마, 95, 189
사바, 41, 144
파하, 62, 145
카바, 74, 168
타차, 50, 147
카바, 60, 150
사다, 97, 191
차나, 76, 148
차다, 88, 174
마가, 80, 146
하가, 64, 152
나아, 80, 168
나차, 68, 193
마아, 72, 171
가가, 69, 143
다카, 54, 172
타다, 49, 163
파파, 90, 163
아마, 59, 185
다차, 60, 195
사사, 75, 188
파카, 72, 175
아하, 81, 155
라바, 89, 157
아파, 59, 186
자라, 67, 149
타파, 86, 197
파차, 49, 174
타자, 65, 168
하가, 70, 178
가자, 44, 177
사라, 82, 174
카하, 92, 172
아하, 49, 181
다마, 77, 171
가마, 64, 154
라다, 85, 158
나사, 42, 198
나가, 68, 145
다차, 92, 162
자마, 71, 152
다다, 49, 169
카사, 88, 196
사바, 78, 147
가바, 73, 187
아타, 85, 159
다파, 58, 157
가아, 48, 174
나차, 65, 169
나파, 66, 161
파다, 41, 188
가카, 62, 165
차라, 88, 178
타바, 89, 144
타나, 67, 191
자아, 61, 183
마마, 97, 141
바아, 80, 187
마자, 87, 191
타마, 79, 190
가타, 73, 189
라타, 56, 198
라차, 48, 176
파다, 82, 193
나라, 51, 183
바자, 91, 162
파타, 73, 187
아사, 94, 165
파바, 63, 178
나하, 95, 187
사라, 69, 147
다사, 52, 173
카자, 56, 185
가바, 57, 142
바차, 60, 145
나아, 51, 188
나타, 68, 183
마바, 79, 140
카카, 58, 149
라가, 73, 155
사바, 96, 157
라차, 77, 191
마자, 45, 153
다바, 70, 167
파사, 41, 163
사차, 85, 150
다파, 61, 160
카파, 69, 162
사나, 61, 187
타가, 86, 153
가하, 46, 161
가차, 62, 176
나마, 42, 157
사가, 95, 142
바나, 82, 184
나바, 63, 183
하사, 44, 185
라파, 95, 163
사마, 46, 194
타차, 94, 198
라다, 54, 147
바바, 70, 164
마자, 71, 165
가파, 95, 178
마라, 53, 195
자다, 45, 173
가다, 82, 141
가사, 43, 179
하가, 65, 189
하나, 70, 179
라타, 55, 163
차아, 51, 164
차차, 41, 178
파마, 71, 151
타나, 63, 177
차사, 55, 142
차가, 48, 180
바타, 57, 173
가가, 96, 189
차카, 61, 183
다사, 99, 157
하아, 79, 165
차나, 67, 168
타자, 77, 199
라가, 55, 150
하파, 73, 198
가마, 52, 170
바아, 45, 190
파마, 55, 199
라아, 57, 143
라사, 42, 179
자나, 87, 162
마차, 89, 141
라파, 50, 167
타사, 83, 163
바자, 70, 174
차파, 74, 188
자하, 44, 178
하자, 54, 154
타라, 99, 179
마아, 58, 199
아자, 86, 199
나나, 99, 143
차타, 58, 180
나아, 74, 160
바차, 62, 152
아파, 75, 153
사다, 87, 193
나아, 74, 164
타사, 87, 175
다바, 50, 155
파가, 67, 147
타하, 85, 194
라사, 73, 161
자자, 67, 151
파아, 76, 147
타타, 80, 156
나타, 59, 145
하사, 98, 175
차카, 56, 172
타바, 93, 156
바라, 63, 140
파아, 82, 197
자카, 81, 182
사파, 89, 196
자타, 77, 179
가차, 62, 146
하카, 49, 194
나나, 60, 144
가다, 71, 146
파타, 89, 186
자파, 84, 168
라아, 49, 175
카가, 53, 142
라바, 48, 192
하파, 53, 183
마카, 89, 151
카나, 87, 141
다차, 55, 189
타사, 58, 175
하타, 98, 184
다다, 54, 152
차아, 54, 143
파사, 87, 146
파다, 94, 173
아파, 73, 140
바카, 64, 159
파아, 81, 179
자라, 72, 155
자하, 97, 152
사바, 71, 162
하사, 93, 198
나아, 80, 181
나나, 46, 198
타파, 58, 168
차라, 71, 170
라라, 68, 151
나사, 78, 154
타라, 59, 176
아파, 96, 161
바다, 88, 189
차바, 52, 151
하타, 97, 193
나아, 42, 140
다하, 91, 196
카나, 53, 170
사가, 56, 141
다차, 97, 177
나라, 42, 174
바가, 87, 182
다가, 83, 159
나타, 62, 174
타마, 61, 146
타다, 86, 150
마라, 86, 164
카다, 47, 149
자사, 81, 182
바카, 42, 141
아카, 83, 143
카카, 49, 157
가자, 70, 143
다파, 46, 158
카타, 85, 173
타아, 63, 166
사사, 61, 151
사타, 93, 177
카가, 91, 162
카파, 68, 152
카자, 70, 154
라카, 56, 172
나자, 93, 161
바마, 66, 141
바사, 63, 146
나카, 71, 153
바바, 91, 182
차자, 73, 153
다가, 54, 144
라가, 48, 175
카사, 55, 154
자타, 75, 161
타다, 92, 198
타마, 91, 190
사사, 52, 172
카다, 90, 166
타타, 53, 191
나나, 83, 185
다아, 70, 195
바타, 63, 151
파카, 54, 165
차하, 69, 153
가다, 55, 168
라가, 54, 161
카바, 90, 141
라자, 40, 189
하나, 76, 151
다타, 96, 187
파나, 98, 197
나타, 84, 145
다바, 50, 148
타차, 94, 162
아바, 73, 158
사하, 48, 168
사하, 64, 140
가카, 52, 142
파나, 46, 192
라카, 56, 141
카하, 98, 175
카나, 66, 175
차아, 53, 155
하나, 53, 199
아마, 40, 147
아나, 42, 183
바하, 64, 144
자차, 56, 189
파라, 75, 186
다하, 82, 175
라타, 67, 143
파차, 78, 195
차차, 56, 175
아카, 63, 164
타마, 79, 196
사하, 62, 150
자자, 80, 186
가나, 85, 164
파바, 62, 174
차차, 51, 158
나라, 71, 176
다카, 95, 146
라나, 47, 169
아자, 67, 143
아마, 50, 151
카타, 97, 158
가카, 83, 197
사파, 77, 198
자타, 44, 183
바자, 65, 145
타차, 86, 161
나하, 90, 193
하파, 94, 167
타타, 54, 182
가자, 98, 163
아아, 89, 181
라마, 92, 197
카자, 47, 185
바바, 42, 177
나파, 47, 185
바사, 99, 198
마파, 65, 169
하다, 50, 167
바마, 94, 192
나사, 96, 178
자하, 70, 143
자바, 63, 187
사카, 47, 184
마사, 96, 153
사하, 56, 154
차가, 85, 185
카하, 97, 153
다바, 83, 165
파차, 55, 152
마가, 48, 172
바차, 68, 151
자사, 54, 148
바바, 76, 179
하가, 42, 163
가아, 97, 147
가파, 84, 192
다가, 78, 185
아나, 95, 173
나차, 88, 168
하사, 67, 184
파라, 76, 157
사자, 57, 167
가타, 64, 183
카타, 82, 154
다카, 53, 142
아라, 70, 183
가바, 99, 142
가마, 58, 149
파차, 40, 157
다가, 69, 150
나가, 86, 169
아다, 81, 183
다타, 52, 141
아가, 95, 154
사라, 96, 191
마카, 86, 147
카나, 43, 158
가사, 58, 163
다바, 76, 163
나다, 50, 171
라파, 51, 174
자파, 59, 151
타가, 76, 198
아바, 84, 181
사마, 87, 189
바파, 77, 167
카파, 67, 143
아파, 40, 191
가가, 71, 174
타사, 53, 158
차가, 91, 151
라가, 83, 198
타카, 55, 162
타가, 62, 179
아하, 88, 178
사타, 76, 171
파가, 74, 190
가마, 73, 182
라다, 86, 183
타타, 78, 150
하나, 94, 191
파바, 56, 178
바차, 95, 181
파가, 41, 175
카나, 92, 188
차나, 70, 167
나라, 51, 185
사아, 53, 152
라타, 71, 145
바차, 42, 147
파카, 85, 164
나사, 98, 156
아아, 84, 188
타파, 79, 163
자차, 76, 181
나사, 98, 162
라아, 98, 147
라차, 52, 144
다라, 96, 190
파타, 82, 189
라바, 60, 189
다다, 57, 187
마라, 72, 180
파파, 62, 143
가차, 48, 191
하파, 60, 166
라마, 89, 143
마사, 98, 185
자마, 56, 163
아차, 78, 152
마차, 85, 145
파타, 64, 141
차라, 98, 164
바사, 98, 162
자파, 82, 169
마사, 54, 156
타차, 41, 147
마나, 94, 153
라가, 80, 175
타마, 48, 155
라하, 98, 143
자라, 43, 180
사나, 99, 194
자마, 48, 166
차타, 42, 197
마차, 93, 187
마아, 63, 174
아마, 41, 195
아사, 96, 175
파바, 40, 181
자가, 93, 172
파라, 77, 143
차타, 59, 188
카가, 99, 173
아타, 42, 153
바다, 59, 154
가사, 76, 199
타다, 71, 177
라하, 52, 157
파나, 69, 171
파카, 52, 174
하바, 66, 156
다카, 52, 147
다차, 74, 181
타다, 91, 199
마타, 80, 165
가카, 74, 192
가마, 78, 158
나카, 63, 178
가자, 63, 171
하라, 44, 170
자가, 78, 189
마가, 44, 195
라파, 80, 198
가타, 46, 142
하파, 70, 151
카라, 81, 146
사라, 47, 180
자라, 55, 141
타다, 58, 198
파카, 79, 152
차파, 62, 141
차하, 93, 174
타마, 69, 178
자하, 88, 188
파마, 87, 182
나타, 80, 163
다나, 41, 172
나파, 71, 147
차하, 94, 155
자파, 65, 148
타사, 75, 182
자파, 88, 169
가파, 58, 184
다카, 89, 183
사나, 78, 187
자차, 51, 178
라바, 55, 177
사차, 61, 179
하파, 99, 178
아파, 58, 194
바카, 50, 144
바마, 41, 158
파차, 82, 168
카마, 93, 154
파자, 75, 197
바나, 63, 186
아다, 68, 141
하카, 64, 185
가다, 70, 193
사다, 41, 176
가타, 77, 160
아가, 60, 197
하타, 44, 154
타가, 53, 193
카아, 86, 155
아다, 67, 184
카카, 52, 199
사마, 87, 178
바가, 96, 189
바바, 93, 198
바사, 57, 191
자하, 87, 161
타가, 66, 182
하하, 71, 161
다가, 77, 174
나마, 66, 195
사마, 94, 171
카가, 93, 159
카하, 87, 152
다카, 73, 199
사차, 90, 142
다파, 86, 165
라라, 63, 143
카하, 70, 146
타가, 96, 185
가바, 60, 191
나다, 42, 160
다하, 85, 184
차차, 61, 152
사라, 62, 197
파마, 46, 186
사나, 90, 161
자마, 52, 190
사차, 67, 198
자사, 83, 183
마하, 50, 152
하아, 79, 185
나라, 80, 176
파다, 69, 178
다자, 51, 174
자하, 54, 153
카다, 61, 192
마마, 93, 166
다나, 82, 166
파차, 99, 159
카카, 46, 181
마마, 73, 189
다카, 95, 174
파아, 63, 140
타타, 40, 194
라마, 47, 198
사사, 81, 168
라파, 49, 178
자차, 49, 194
파라, 63, 142
카가, 62, 164
라하, 62, 147
하가, 46, 175
다아, 90, 157
타아, 40, 148
마카, 51, 187
자다, 72, 152
나가, 99, 184
사바, 87, 147
마자, 58, 146
마하, 59, 146
라하, 86, 197
마아, 44, 173
나아, 82, 192
사차, 88, 183
마다, 75, 172
사바, 81, 155
차바, 95, 147
마가, 76, 170
다가, 90, 161
타아, 72, 163
바다, 62, 161
가바, 94, 188
가타, 47, 190
자사, 54, 151
다자, 68, 184
타카, 48, 183
사가, 93, 186
파하, 78, 180
파자, 54, 177
사가, 55, 187
자차, 88, 161
하다, 66, 176
마하, 47, 164
다아, 73, 167
마가, 54, 175
하마, 82, 191
파자, 93, 176
아아, 74, 166
파라, 82, 185
차다, 98, 163
차가, 64, 177
아다, 63, 198
타다, 58, 150
사차, 99, 143
차자, 77, 181
다사, 43, 179
아카, 44, 172
나파, 58, 198
바바, 86, 185
아라, 80, 144
라파, 50, 169
타차, 54, 191
타바, 83, 147
나다, 88, 163
라가, 52, 144
카자, 51, 164
카차, 77, 190
아사, 64, 142
마하, 72, 145
타타, 48, 174
바자, 51, 193
타마, 44, 192
나차, 46, 169
바마, 41, 184
마나, 67, 164
마라, 76, 188
카차, 98, 179
바사, 53, 179
라라, 40, 177
가가, 54, 170
차자, 79, 187
다가, 44, 195
자파, 63, 174
바가, 68, 194
타마, 87, 142
파아, 83, 195
나마, 51, 148
아가, 82, 143
하나, 96, 188
타카, 47, 169
타파, 75, 183
아차, 44, 199
차아, 73, 189
다가, 64, 149
사아, 98, 173
자마, 51, 153
가차, 92, 164
나가, 84, 161
나하, 52, 191
라나, 75, 164
바바, 44, 152
차라, 95, 160
나라, 80, 192
자하, 69, 154
바나, 44, 147
나사, 88, 176
카마, 75, 155
마차, 52, 181
나파, 66, 192
가아, 43, 164
가가, 56, 154
차자, 70, 156
파파, 52, 166
자타, 86, 177
카차, 93, 184
다자, 59, 197
차자, 44, 156
나자, 98, 192
바하, 72, 182
자차, 53, 160
카자, 49, 195
하사, 84, 191
라차, 59, 142
타다, 60, 190
차다, 93, 161
사사, 49, 176
차다, 76, 168
타자, 92, 183
나타, 65, 182
카아, 89, 157
가타, 70, 154
라사, 46, 174
라파, 96, 155
아카, 89, 145
나마, 76, 195
다바, 60, 157
바바, 86, 153
파라, 97, 162
아아, 88, 140
파마, 54, 173
하아, 99, 163
하타, 94, 153
나아, 62, 146
타사, 95, 161
아자, 98, 196
아파, 98, 173
하파, 98, 160
아차, 97, 175
